company,location,total_laid_off,date,percentage_laid_off,industry,source,stage,funds_raised_million_dollars,country,date_added
"Cue Health","San Diego",94,2024-01-05,0.13,Healthcare,https://www.360dx.com/business-news/cue-health-lays-94-people-fda-declines-grant-covidflu-test-eua,Post-IPO,899,"United States",2024-01-07
Cuemath,"Bengaluru,Non-U.S.",100,2023-05-08,NULL,Education,https://entrackr.com/2023/05/cuemath-lays-off-around-100-employees/,Unknown,121,India,2023-05-08
Cuemath,"Bengaluru,Non-U.S.",100,2023-08-26,NULL,Education,https://inc42.com/buzz/edtech-startup-cuemath-fires-another-100-employees-to-cut-costs/,Unknown,121,India,2023-08-27
Cult.fit,"Bengaluru,Non-U.S.",100,2024-01-24,NULL,Fitness,https://economictimes.indiatimes.com/tech/startups/zomato-backed-fitness-startup-cult-fit-lays-off-over-100-employees/articleshow/107089694.cms?from=mdr,"Series F",635,India,2024-04-12
"Culture Amp","Melbourne,Non-U.S.",36,2020-05-28,0.08,HR,https://www.smh.com.au/business/small-business/tech-unicorn-culture-amp-lays-off-staff-as-growth-halves-20200528-p54x9d.html,"Series E",157,Australia,2020-05-28
"Culture Amp","Melbourne,Non-U.S.",90,2023-04-18,0.09,HR,https://www.startupdaily.net/topic/business/hr-unicorn-culture-amp-is-the-latest-tech-company-to-shed-jobs-cutting-90-roles/,"Series F",257,Australia,2023-04-19
"Culture Trip","London,Non-U.S.",95,2020-05-01,0.32,Media,https://www.businessinsider.com/culture-trip-layoffs-2020-5?,"Series B",102,"United Kingdom",2020-05-01
Curalie,"Berlin,Non-U.S.",NULL,2023-12-14,1,Healthcare,https://www.msn.com/de-de/finanzen/top-stories/fresenius-aktie-gibt-nach-fresenius-stampft-digitaltochter-curlie-ein/ar-AA1lxOnW,Unknown,NULL,Germany,2024-01-02
Curative,"Los Angeles",109,2022-09-20,NULL,Healthcare,https://digitalhealth.modernhealthcare.com/finance/startup-curative-health-lays-109,Seed,8,"United States",2022-09-21
Cure.fit,"Bengaluru,Non-U.S.",120,2024-01-23,NULL,Fitness,https://www.moneycontrol.com/europe/?url=https://www.moneycontrol.com/news/technology/zomato-backed-cult-fit-fires-150-employees-to-lower-cash-burn-12110751.html,"Series F",625,India,2024-01-23
Curefit,"Bengaluru,Non-U.S.",120,2020-07-17,NULL,Fitness,https://tech.economictimes.indiatimes.com/news/internet/curefit-cuts-jobs-furloughs-600-staff-in-second-round-of-layoffs-as-business-suffers-amid-lockdown/77013891,"Series D",405,India,2020-07-17
Curefit,"Bengaluru,Non-U.S.",800,2020-05-04,0.16,Fitness,https://www.reuters.com/article/us-curefit-jobs/fitness-group-cure-fit-lays-off-employees-mulls-all-digital-move-sources-idUSKBN22G1WI,"Series D",404,India,2020-05-04
Curology,"SF Bay Area",150,2022-03-16,NULL,Healthcare,https://www.bizjournals.com/sanfrancisco/news/2022/03/16/curology-skincare-sf-layoffs-funding-dtc.html,"Series D",19,"United States",2022-03-18
Curve,"London,Non-U.S.",65,2022-06-01,0.1,Finance,https://www.altfi.com/article/9332_exclusive-curve-joins-klarna-in-mass-jobs-cut,"Series C",182,"United Kingdom",2022-06-02
Cushion,"SF Bay Area",NULL,2025-01-30,1,Finance,https://techcrunch.com/2025/01/30/fintech-startup-cushion-shuts-down-after-8-years-and-over-20-million-in-funding/,"Series A",20,"United States",2025-02-02
Cvent,"Washington D.C.",400,2020-05-21,0.1,Marketing,https://www.eventmanagerblog.com/cvent-layoffs,Acquired,146,"United States",2020-05-22
Cybereason,Boston,100,2022-06-01,0.06,Security,https://www.calcalistech.com/ctechnews/article/s1zg60v005,"Series F",750,"United States",2022-06-01
Cybereason,Boston,200,2022-10-26,0.17,Security,https://www.calcalistech.com/ctechnews/article/sjspj00uvs,"Series F",750,"United States",2022-10-26
CyberProof,"Los Angeles",NULL,2024-07-10,0.07,Security,https://www.calcalistech.com/ctechnews/article/h1nrv0odr,Subsidiary,NULL,"United States",2024-07-11
CyCognito,"SF Bay Area",30,2022-12-08,0.15,Security,https://www.calcalistech.com/ctechnews/article/h1suse100s,"Series C",153,"United States",2022-12-09
Cypress.io,Atlanta,11,2024-06-14,NULL,Product,https://www.cypress.io/blog/2024/06/13/update-on-cypresss-workforce,"Series B",54,"United States",2024-06-19
Cyren,"Washington D.C.",121,2023-02-01,NULL,Security,https://ir.cyren.com/websites/cyren/English/5015/press-release.html?airportNewsID=631c3a77-555f-4a78-be5b-ec30c5cdaaac,Post-IPO,161,"United States",2023-02-02
"Cyteir Therapeutics",Boston,NULL,2023-01-20,0.7,Healthcare,https://www.fiercebiotech.com/biotech/cyteir-lays-70-workforce-after-further-narrowing-cancer-drug-goals,"Series C",156,"United States",2023-01-21
D-ID,"Tel Aviv,Non-U.S.",22,2025-03-10,0.25,AI,https://www.calcalistech.com/ctechnews/article/bjrzoinjjg,"Series B",48,Israel,2025-03-12
D2iQ,"SF Bay Area",NULL,2023-12-08,1,Infrastructure,https://www.theinformation.com/articles/a16z-backed-startup-that-once-rejected-150m-sale-to-microsoft-shuts-down?shared=e532b505170fc244,"Series D",247,"United States",2023-12-10
D2iQ,"SF Bay Area",34,2020-04-03,0.13,Infrastructure,https://www.businessinsider.com/d2iq-mesosphere-layoffs-34-coronavirus-crisis-2020-4,"Series D",247,"United States",2020-04-22
D2L,"Waterloo,Non-U.S.",NULL,2022-11-16,0.05,Education,https://www.d2l.com/newsroom/a-note-from-d2l-leadership/,Post-IPO,168,Canada,2022-11-17
"Daily Harvest","New York City",NULL,2022-08-08,0.15,Food,https://fortune.com/2022/08/08/daily-harvest-layoffs-lentil-crumbles-recall/,"Series D",120,"United States",2022-08-10
"Daily Harvest","New York City",60,2022-02-10,0.2,Food,https://www.bloomberg.com/news/articles/2023-02-10/meal-startup-daily-harvest-layoffs-target-more-than-20-of-staff#xj4y7vzkg,"Series D",120,"United States",2023-02-10
DailyPay,"New York City",NULL,2022-08-09,0.15,Finance,"Internal memo",Unknown,814,"United States",2022-08-10
Daloopa,"New Delhi,Non-U.S.",40,2022-05-27,NULL,Data,https://www.moneycontrol.com/news/business/daloopa-lays-off-40-employees-noida-8620121.html,"Series A",23,India,2022-06-02
Dance,"Berlin,Non-U.S.",NULL,2022-11-16,0.16,Transportation,https://www.linkedin.com/feed/update/activity:6998722842930356225/,Unknown,63,Germany,2022-11-17
"Daniel Wellington","Stockholm,Non-U.S.",200,2022-06-09,0.15,Retail,https://www.breakit.se/artikel/33347/stora-nedskarningar-pa-daniel-wellington-200-personer-sags-upp,Unknown,NULL,Sweden,2022-07-25
"Dapper Labs",Vancouver,51,2023-07-12,NULL,Crypto,https://twitter.com/roham/status/1679301700669296640,Unknown,NULL,Canada,2023-07-13
"Dapper Labs","Vancouver,Non-U.S.",NULL,2023-02-23,0.2,Crypto,https://www.theblock.co/post/214755/dapper-labs-said-to-lay-off-20-more-of-its-full-time-employees,"Series D",607,Canada,2023-02-23
"Dapper Labs","Vancouver,Non-U.S.",134,2022-11-02,0.22,Crypto,https://betakit.com/dapper-labs-lays-off-22-percent-of-staff/,"Series D",607,Canada,2022-11-03
Daraz,"Singapore,Non-U.S.",NULL,2023-02-06,0.11,Retail,https://propakistani.pk/2023/02/06/daraz-to-layoff-11-workforce-due-to-extremely-difficult-market-conditions/,Unknown,NULL,Singapore,2023-02-06
Dark,"SF Bay Area",6,2020-06-23,1,Product,https://layoffs.fyi/2020/06/29/programming-service-dark-releases-layoff-list/,Seed,3,"United States",2020-06-29
Dash,"New York City",NULL,2023-10-06,1,Finance,https://weetracker.com/2023/10/06/dash-african-fintech-scandal/,Unknown,86,"United States",2023-10-08
Dastgyr,"Karachi,Non-U.S.",NULL,2024-01-12,0.8,Retail,https://wetalkstartups.com/2024/01/dastgyr-has-reportedly-laid-off-80-workforce/,"Series A",41,Pakistan,2024-01-18
Dataminr,"New York City",150,2023-11-28,0.2,AI,https://techcrunch.com/2023/11/28/dataminr-the-4b-big-data-startup-is-laying-off-20-of-staff-today-or-150-people-as-it-preps-to-double-down-on-ai/,"Series F",1100,"United States",2023-11-28
DataRails,"Tel Aviv,Non-U.S.",30,2022-12-05,0.18,Finance,https://www.calcalistech.com/ctechnews/article/s1ka1tjvj,"Series B",103,Israel,2022-12-06
DataRobot,Boston,NULL,2022-08-23,0.26,Data,https://www.theinformation.com/briefings/datarobot-lays-off-26-as-business-challenges-mount,"Series G",1000,"United States",2022-08-23
DataRobot,Boston,200,2020-03-27,NULL,Data,https://www.americaninno.com/boston/inno-news-boston/datarobot-cuts-workforce-as-coronavirus-roils-the-startup-economy/,"Series E",430,"United States",2020-03-28
DataRobot,Boston,70,2022-05-11,0.07,Data,https://www.theinformation.com/briefings/ai-startup-datarobot-lays-off-7-in-cost-cutting-move,"Series G",1000,"United States",2022-05-11
DataStax,"SF Bay Area",15,2020-04-14,NULL,Data,https://www.businessinsider.com/967-million-datastax-april-layoffs-third-cuts-under-ceo-kapoor-2020-4,"Series E",190,"United States",2020-04-15
Datera,"SF Bay Area",NULL,2020-05-18,0.1,Infrastructure,https://blocksandfiles.com/2020/05/18/datera-funding-round-layoffs/,"Series C",63,"United States",2020-05-18
Datree,"SF Bay Area",NULL,2023-07-27,1,Other,https://www.linkedin.com/feed/update/urn:li:activity:7090315185344716800/,Seed,11,"United States",2023-07-30
Dayforce,"Toronto,Non-U.S.",NULL,2025-02-26,0.05,HR,https://www.marketwatch.com/story/dayforce-to-cut-about-5-of-workforce-in-efficiency-drive-2eabda38?mod=investing,Post-IPO,40,Canada,2025-02-28
Daylight,"Los Angeles",NULL,2023-05-22,1,Finance,https://techcrunch.com/2023/05/22/daylight-the-lgbtq-neobank-calls-it-quits/,"Series A",20,"United States",2023-10-26
DayTwo,"SF Bay Area",NULL,2024-08-13,1,Healthcare,https://www.calcalistech.com/ctechnews/article/rk4fbrd9c,"Series B",90,"United States",2024-08-14
Dazn,"London,Non-U.S.",50,2022-05-26,0.02,Consumer,https://deadline.com/2022/05/dazn-50-roles-redundant-london-1235033389/,Unknown,NULL,"United Kingdom",2022-06-11
"dbt Labs",Philadelphia,NULL,2023-05-18,0.15,Data,https://www.getdbt.com/blog/dbt-labs-update-a-message-from-ceo-tristan-handy/,"Series D",414,"United States",2023-05-18
Deadspin,"New York City",11,2024-03-11,1,Media,https://variety.com/2024/digital/news/deadspin-staff-laid-off-site-sold-1235938325/,Acquired,NULL,"United States",2024-03-11
DealShare,"Bengaluru,Non-U.S.",100,2023-01-27,0.06,Retail,https://www.moneycontrol.com/news/business/startup/tiger-global-backed-dealshare-lays-off-6-of-staff-9949751.html,"Series E",390,India,2023-01-27
DealShare,"Bengaluru,Non-U.S.",130,2023-09-21,NULL,Retail,https://yourstory.com/2023/09/dealshare-shuts-b2b-business-lays-off-employees,"Series E",390,India,2023-09-24
Dealtale,"Tel Aviv,Non-U.S.",70,2023-08-09,1,Sales,https://www.calcalistech.com/ctechnews/article/rkn8dlz32,Acquired,2,Israel,2023-08-11
"Deep Instict","New York City",46,2023-07-25,0.15,Security,https://www.calcalistech.com/ctechnews/article/sj5p0va9n,Unknown,322,"United States",2023-07-26
"Deep Instinct","New York City",NULL,2022-06-06,0.1,Security,https://news.crunchbase.com/job-market/cybersecurity-tech-layoffs-deep-instinct/,"Series D",259,"United States",2022-06-09
"Deep Instinct","Tel Aviv,Non-U.S.",20,2025-05-04,0.1,Security,https://www.calcalistech.com/ctechnews/article/bjfqkgbglx,Unknown,322,Israel,2025-05-05
Deepgram,"SF Bay Area",20,2023-10-11,0.2,AI,https://www.theinformation.com/articles/ai-startup-lays-off-workers-again-in-fresh-sign-of-sector-belt-tightening,"Series B",86,"United States",2023-10-12
DeepVerge,"Dublin,Non-U.S.",50,2023-07-12,1,Healthcare,https://www.standard.co.uk/business/life-science-ai-firm-deepverge-lays-off-staff-tech-collapse-jobs-redundancy-skin-water-technology-b1093932.html,Post-IPO,20,Ireland,2023-07-13
Deepwatch,"Tampa Bay",30,2023-07-13,0.07,Security,https://www.deepwatch.com/blog/a-message-from-deepwatchs-ceo/,"Series C",256,"United States",2023-07-14
"Definitive Healthcare",Boston,55,2023-01-12,0.06,Healthcare,https://www.cmlviz.com/stocks/DH/news/b/2023/01/12/definitive-healthcare-to-cut-current-workforce-by-about-55-people,Post-IPO,NULL,"United States",2023-01-13
Degreed,"SF Bay Area",NULL,2022-06-29,0.15,Education,https://www.linkedin.com/posts/degreed_a-note-from-degreed-ceo-david-blake-transparency-activity-6947962317351395328-Xzw7/,"Series D",411,"United States",2022-06-29
DeHaat,"Patna,Non-U.S.",NULL,2023-01-15,0.05,Food,https://economictimes.indiatimes.com/tech/newsletters/morning-dispatch/layoffs-spread-to-dunzo-sharechat-rebel-foods-and-agri-tech-firms/articleshow/97016331.cms?from=mdr,"Series E",254,India,2023-01-16
Deliv,"SF Bay Area",669,2020-05-13,1,Retail,https://www.mercurynews.com/2020/05/15/ccalifornia-unemployment-layoff-rock-delivery-startup-ymca-uber-ross-ui-edd-tech-job-economy/,"Series C",80,"United States",2020-05-07
Deliveroo,"London,Non-U.S.",350,2023-02-09,0.09,Food,https://news.sky.com/story/deliveroo-to-cut-hundreds-of-jobs-globally-and-uk-to-be-worst-hit-12806890,Post-IPO,1700,"United Kingdom",2023-02-09
Deliveroo,"London,Non-U.S.",367,2020-04-28,0.15,Food,https://layoffs.fyi/2020/06/24/deliveroo-layoff-list-showcases-over-100-of-its-global-employees/,"Series G",1500,"United Kingdom",2020-04-28
"Deliveroo Australia","Melbourne,Non-U.S.",120,2022-11-15,1,Food,https://www.abc.net.au/news/2022-11-16/deliveroo-enters-voluntary-administration/101661932,Post-IPO,1700,Australia,2022-11-17
"Delivery Hero","Berlin,Non-U.S.",100,2022-11-03,NULL,Food,https://mobile.twitter.com/GergelyOrosz/status/1588220445039497222,Post-IPO,8300,Germany,2022-11-05
"Delivery Hero","Berlin,Non-U.S.",156,2023-01-30,0.04,Food,https://newsingermany.com/delivery-hero-lays-off-four-percent-of-employees-at-headquarters/,Post-IPO,9900,Germany,2023-01-31
"Delivery Hero","Berlin,Non-U.S.",200,2024-07-31,NULL,Food,https://www.bloomberg.com/news/articles/2024-07-31/delivery-hero-to-combine-european-and-asian-businesses-cut-jobs,Post-IPO,9900,Germany,2024-08-06
"Delivery Hero","Berlin,Non-U.S.",300,2021-12-22,NULL,Food,https://www.businessinsider.de/gruenderszene/food/nach-foodpanda-aus-delivery-hero-kuendigt-300-mitarbeitern-b/,Post-IPO,8300,Germany,2021-12-30
Dell,Austin,6000,2024-03-25,0.05,Hardware,https://siliconangle.com/2024/03/25/dell-reduces-global-workforce-around-6000-jobs/,Post-IPO,NULL,"United States",2024-03-27
Dell,Austin,6650,2023-02-06,0.05,Hardware,https://www.bloomberg.com/news/articles/2023-02-06/dell-dell-lays-off-about-6-650-employees-in-latest-tech-cuts#xj4y7vzkg,Post-IPO,NULL,"United States",2023-02-06
Demandbase,"SF Bay Area",27,2022-09-07,0.03,Sales,"Internal memo","Series H",143,"United States",2022-09-09
Deputy,"Sydney,Non-U.S.",60,2020-05-04,0.3,HR,https://www.afr.com/young-rich/young-rich-lister-shifts-gears-to-survive-20200403-p54gty,"Series B",106,Australia,2020-05-18
"Descartes Labs","Santa Fe",12,2020-06-02,0.16,Data,https://www.santafenewmexican.com/news/local_news/descartes-labs-seeks-750-000-state-loan-to-make-lease-payments/article_b0f7eeaa-a4e6-11ea-8b9a-f34e580504e1.html,"Series B",58,"United States",2020-06-03
"Desktop Metal",Boston,NULL,2022-06-13,0.12,Other,https://www.marketwatch.com/amp/story/desktop-metal-to-lay-off-about-12-of-workforce-271655121739,Post-IPO,811,"United States",2022-06-13
"Desktop Metal",Boston,NULL,2024-01-24,0.2,Other,https://ir.desktopmetal.com/news/press-releases/detail/175/desktop-metal-intensifies-cost-reduction-plan-and-ongoing,Post-IPO,811,"United States",2024-01-25
Detectify,"Stockholm,Non-U.S.",30,2023-08-18,NULL,Security,https://www.breakit.se/artikel/37377/sakrade-kapital-nu-far-annu-fler-ga-fran-detectify,Unknown,42,Sweden,2023-10-23
Devo,Boston,NULL,2022-11-21,0.15,Security,https://tekdeeps.com/the-unicorn-devo-lays-off-15-of-its-global-team/,"Series F",481,"United States",2022-12-13
"Dextrous Robotics",Memphis,NULL,2024-01-11,1,Logistics,https://www.therobotreport.com/dextrous-robotics-shuts-down/,Unknown,NULL,"United States",2024-01-12
"DHI Group","New York City",53,2023-05-26,0.1,Recruiting,https://aimgroup.com/2023/05/26/dhi-group-to-cut-workforce-by-10/,Post-IPO,NULL,"United States",2023-06-06
DialSource,Sacramento,5,2020-03-31,0.14,Marketing,"Company executive","Series B",26,"United States",2020-04-07
Digimarc,Portland,90,2025-02-27,0.4,Other,https://www.oregonlive.com/silicon-forest/2025/02/digimarc-shares-plunge-as-oregon-company-lays-off-40-of-its-staff.html,Post-IPO,105,"United States",2025-03-05
"Digital Currency Gruop",Stamford,10,2022-11-02,0.13,Crypto,https://www.coindesk.com/business/2022/11/02/digital-currency-group-promotes-mark-murphy-to-president-cuts-nearly-13-staff-report/,Unknown,NULL,"United States",2022-11-03
"Digital River",Minneapolis,122,2025-01-28,NULL,Retail,https://www.startribune.com/digital-river-ecommerce-close-layoff-shut-down-microsoft-online-shop/601213069,"Private Equity",50,"United States",2025-02-02
"Digital Surge","Brisbane,Non-U.S.",NULL,2022-12-09,1,Crypto,https://www.9news.com.au/technology/australian-cryptocurrency-exchange-digital-surge-collapses-into-administration/ebbeb40c-6310-4250-b123-600bc6755cc5,Unknown,NULL,Australia,2022-12-11
DigitalOcean,"New York City",200,2023-02-15,0.11,Infrastructure,https://www.theregister.com/2023/02/15/digitalocean_layoffs/,Post-IPO,491,"United States",2023-02-15
DISCO,Austin,75,2020-03-27,NULL,Legal,https://www.americaninno.com/austin/inno-news/layoffs-at-fast-rising-austin-startup-disco/,"Series E",133,"United States",2020-03-28
Discord,"SF Bay Area",170,2024-01-11,0.17,Consumer,https://www.theverge.com/2024/1/11/24034705/discord-layoffs-17-percent-employees,"Series H",995,"United States",2024-01-11
Discord,"SF Bay Area",37,2023-08-03,0.04,Consumer,https://www.theinformation.com/briefings/discord-lays-off-4-of-workforce,"Series H",995,"United States",2023-08-04
Dispatch,Boston,NULL,2020-04-17,0.38,Other,https://www.americaninno.com/boston/inno-news-boston/boston-startup-dispatch-announces-layoffs-amid-coronavirus-disruption/,"Series A",18,"United States",2020-04-19
DispatchHealth,Denver,88,2024-01-29,NULL,Healthcare,https://homehealthcarenews.com/2024/01/layoffs-hit-at-home-care-innovator-dispatchhealth/,"Series E",733,"United States",2024-01-30
"Divergent 3D","Los Angeles",57,2020-04-24,0.36,Transportation,https://techcrunch.com/2020/04/24/manufacturing-startup-divergent-3d-reduces-staff-by-one-third/,"Series B",88,"United States",2020-04-24
"Divvy Homes","SF Bay Area",NULL,2020-03-25,0.08,"Real Estate",https://www.teamblind.com/post/Corona-based-layoffs-tracker-sHaHz6KO,"Series B",180,"United States",2020-03-30
"Divvy Homes","SF Bay Area",40,2022-09-27,0.12,"Real Estate",https://www.theinformation.com/articles/andreessen-backed-divvy-homes-lays-off-12-of-staff-as-rates-rise,"Series B",180,"United States",2022-09-28
"Divvy Homes","SF Bay Area",94,2023-09-11,NULL,"Real Estate",https://techcrunch.com/2023/09/11/divvy-homes-goes-from-2b-valuation-to-third-layoff-in-a-year/,"Series B",180,"United States",2023-09-09
divvyDOSE,Davenport,62,2022-05-06,NULL,Healthcare,https://qctimes.com/business/local/online-pharmacy-that-said-it-would-add-200-300-jobs-lays-off-62-davenport-workers/article_15603279-2b4e-5f43-b452-123c5fd3f7a9.html,Acquired,0,"United States",2022-05-14
Dock,"Sao Paulo,Non-U.S.",190,2022-11-07,0.12,Finance,https://www.infomoney.com.br/negocios/exclusivo-startup-dock-nao-passa-ilesa-e-faz-demissao-em-massa/,"Private Equity",280,Brazil,2022-11-08
Docker,"SF Bay Area",NULL,2024-10-29,0.1,Infrastructure,"Internal memo","Series C",436,"United States",2024-10-30
Docly,"London,Non-U.S.",8,2020-08-19,0.8,Healthcare,https://sifted.eu/articles/docly-slash-in-uk/,Seed,16,"United Kingdom",2020-08-20
DocuSign,"SF Bay Area",440,2024-02-06,0.06,Sales,https://www.cnbc.com/2024/02/06/docusign-to-lay-off-6percent-of-workforce-or-about-440-jobs.html,Post-IPO,536,"United States",2024-02-06
DocuSign,"SF Bay Area",671,2022-09-28,0.09,Sales,https://www.sfgate.com/news/article/san-francisco-tech-company-docusign-layoffs-17473918.php,Post-IPO,536,"United States",2022-09-28
DocuSign,"SF Bay Area",680,2023-02-16,0.1,Sales,https://www.cnbc.com/2023/02/16/docusign-layoffs-company-to-cut-10percent-of-workforce.html,Post-IPO,536,"United States",2023-02-16
Doma,"SF Bay Area",250,2022-08-04,0.13,Finance,https://www.inman.com/2022/08/19/doma-announces-more-layoffs-as-cumulative-losses-top-300m/amp/,Post-IPO,679,"United States",2022-08-05
Doma,"SF Bay Area",310,2022-05-10,0.15,Finance,https://www.housingwire.com/articles/doma-lays-off-15-of-work-force-as-q1-revenue-declines/,Post-IPO,679,"United States",2022-05-12
Doma,"SF Bay Area",515,2022-12-06,0.4,Finance,https://investor.doma.com/node/8161/html,Post-IPO,679,"United States",2022-12-07
Domestika,"Madrid,Non-U.S.",89,2023-03-31,0.45,Education,https://www.lavanguardia.com/economia/20230331/8869692/domestika-prepara-ere-despedir-89-personas-espana.html,"Series D",130,Spain,2023-04-01
Domestika,"SF Bay Area",150,2022-04-28,0.19,Education,https://www.epe.es/es/economia/20220428/domestika-tecnologica-despidos-ere-encubierto-13576187,"Series D",130,"United States",2022-07-25
"Domino Data Lab","SF Bay Area",NULL,2022-11-07,0.25,Data,https://docs.google.com/spreadsheets/d/1YKzaAkolJv-rem3UidjYFKk6VW1FyITeTAJrc8z0_Xc/edit#gid=0,"Series F",223,"United States",2022-11-08
Domio,"New York City",NULL,2020-11-18,0.5,"Real Estate",https://therealdeal.com/national/2020/11/18/short-term-rental-operator-domio-shuts-down/,"Series B",116,"United States",2020-11-19
Domio,"New York City",NULL,2020-03-31,0.3,Travel,LinkedIn,"Series B",116,"United States",2020-04-07
Domo,"Salt Lake City",NULL,2023-11-30,0.07,Data,https://finance.yahoo.com/news/q3-2024-domo-inc-earnings-134921438.html,Post-IPO,689,"United States",2023-12-02
Domo,"Salt Lake City",90,2020-04-09,0.1,Data,https://www.ksl.com/article/46740514/domo-forced-to-lay-off-10-of-workforce-due-to-economic-impact-caused-by-covid-19,Post-IPO,689,"United States",2020-04-11
Dooly,"Vancouver,Non-U.S.",12,2022-08-09,NULL,Sales,https://www.linkedin.com/feed/update/urn:li:activity:6962892415028387840/,"Series B",102,Canada,2022-08-10
DoorDash,"SF Bay Area",1250,2022-11-30,0.06,Food,https://www.reuters.com/business/retail-consumer/doordash-cuts-1250-jobs-an-effort-rein-expenses-2022-11-30/,Post-IPO,2500,"United States",2022-11-30
dot.LA,"Los Angeles",NULL,2023-06-12,1,Media,https://www.lastartups.com/dot-la-hits-delete-lays-off-entire-staff-amidst-shift-to-newsletter-only/,Seed,4,"United States",2023-06-14
Dotscience,"London,Non-U.S.",10,2020-05-19,1,Product,https://layoffs.fyi/2020/05/22/devops-startup-dotscience-shuts-down/,Unknown,NULL,"United Kingdom",2020-05-20
DoubleCloud,"Dubai,Non-U.S.",NULL,2024-09-30,1,Infrastructure,https://double.cloud/blog/posts/2024/10/doublecloud-final-update/,Unknown,NULL,"United Arab Emirates",2024-10-02
Doubtnut,"Gurugram,Non-U.S.",NULL,2022-10-31,0.3,Education,https://entrackr.com/2023/04/exclusive-doubtnut-slashes-costs-by-80-raises-2-5-mn-in-internal-round/,"Series B",49,India,2023-04-14
Dover,"SF Bay Area",23,2022-07-26,0.3,Recruiting,https://blog.dover.io/changes-to-our-team/,"Series A",22,"United States",2022-07-26
Doximity,"SF Bay Area",100,2023-08-08,0.1,Healthcare,https://www.fiercehealthcare.com/health-tech/doximity-lays-10-workforce-stock-sinks-company-downgrades-revenue-guidance,Post-IPO,82,"United States",2023-08-09
Dozee,"Bengaluru,Non-U.S.",40,2024-09-02,NULL,Healthcare,https://inc42.com/buzz/dozee-lays-off-around-40-employees/,"Series A",26,India,2024-09-04
DraftKings,Boston,140,2023-02-01,0.04,Consumer,https://www.cnbc.com/2023/02/01/draftkings-cuts-140-jobs.html,Post-IPO,719,"United States",2023-02-01
Dragos,Baltimore,50,2023-06-06,0.09,Security,https://www.dragos.com/blog/industry-news/dragos-ceos-email-to-employees-on-layoff/,"Series D",364,"United States",2023-06-06
Drata,"San Diego",40,2024-09-26,0.09,Security,https://techcrunch.com/2024/09/26/security-compliance-unicorn-drata-lays-off-9-of-its-workforce/,"Series C",328,"United States",2024-09-26
Drift,Boston,100,2023-09-07,0.25,Marketing,https://www.bizjournals.com/boston/news/2023/09/07/drift-second-round-layoffs.html,Acquired,107,"United States",2023-09-09
Drift,Boston,59,2023-02-06,NULL,Marketing,https://www.bizjournals.com/boston/news/2023/02/06/drift-layoffs-2023-economic-conditions.html,Acquired,107,"United States",2023-02-07
Drip,"Salt Lake City",20,2020-03-23,NULL,Marketing,LinkedIn,Acquired,0,"United States",2020-04-01
"Drip Capital","SF Bay Area",75,2023-04-14,0.2,Finance,https://inc42.com/buzz/exclusive-trade-financing-startup-drip-capital-lays-off-20-employees/,"Series C",85,"United States",2023-04-15
DriveWealth,"Jersey City",NULL,2023-01-26,0.2,Finance,https://techcrunch.com/2023/02/06/even-well-funded-fintech-companies-are-laying-off-workers/,"Series D",550,"United States",2023-02-01
Drizly,Boston,100,2023-03-29,NULL,Retail,https://www.brewbound.com/news/drizly-employees-affected-by-layoff-tidal-wave/,Acquired,119,"United States",2023-03-31
Drizly,Boston,168,2024-02-05,1,Retail,https://www.boston.com/news/business/2024/02/05/uber-drizly-to-lay-off-168-boston-workers/,Acquired,119,"United States",2024-02-06
Drop,"Toronto,Non-U.S.",24,2022-11-01,NULL,Marketing,"Internal memo","Series B",56,Canada,2022-11-03
Dropbox,"SF Bay Area",315,2021-01-13,0.15,Other,https://www.cnbc.com/2021/01/13/dropbox-to-cut-11percent-of-its-global-workforce.html,Post-IPO,1700,"United States",2021-01-13
Dropbox,"SF Bay Area",500,2023-04-27,0.16,Other,https://blog.dropbox.com/topics/company/a-message-from-drew,Post-IPO,1700,"United States",2023-04-27
Dropbox,"SF Bay Area",527,2024-10-30,0.2,Other,https://techcrunch.com/2024/10/30/dropbox-is-laying-off-20-of-its-staff/,Post-IPO,1700,"United States",2024-10-30
Dropp,"Berlin,Non-U.S.",60,2023-02-14,1,Retail,https://www.businessinsider.de/gruenderszene/business/dropp-insolvenz-betrieb-eingestellt-arive/,Unknown,2,Germany,2023-04-09
DSCO,"Salt Lake City",12,2020-04-03,NULL,Retail,https://www.linkedin.com/posts/claytonperkins_recommendationsoverresumes-c19-activity-6651856309597675520-BGA9/,"Series A",4,"United States",2020-04-07
"Duck Creek Technologies",Boston,NULL,2023-07-12,0.09,Finance,https://iireporter.com/duck-creek-reduces-workforce-by-nine-percent/,Acquired,357,"United States",2023-08-11
"Dude Solutions",Raleigh,NULL,2020-04-15,0.2,Other,https://www.linkedin.com/pulse/some-great-people-impacted-c19-ed-roshitsh/?trackingId=0DmzbwQ3O78ObTV3BiRT9w%3D%3D,Acquired,100,"United States",2020-04-16
Dukaan,"Bengaluru,Non-U.S.",23,2022-10-31,NULL,Retail,https://www.vccircle.com/saasplatform-dukaan-lays-off-23-employees,"Series A",17,India,2022-10-31
Dukaan,"Bengaluru,Non-U.S.",56,2023-03-15,0.3,Retail,https://inc42.com/buzz/exclusive-lightspeed-backed-dukaan-lays-off-30-workforce/,"Series A",17,India,2023-03-16
